price,size,bedrooms,age,style
240000,,4,Between 11 and 20 years,Traditional
225000,,4,Up to 5 years,Traditional
239900,,4,Up to 5 years,Traditional
178950,2350,4,Up to 5 years,Traditional
207249,3390,4,Up to 5 years,Traditional
167000,2696,4,Between 11 and 20 years,Traditional
246000,3370,4,Up to 5 years,Traditional
90000,2411,4,More than 20 years,Traditional
87500,1463,4,More than 20 years,Traditional
158900,2523,4,Up to 5 years,Traditional
159691,2502,4,Up to 5 years,Traditional
180221,2816,4,Up to 5 years,Traditional
181900,2985,4,Up to 5 years,Traditional
106500,2019,4,More than 20 years,Traditional
136900,2240,4,Up to 5 years,Traditional
174000,2768,4,Up to 5 years,Traditional
133400,2418,4,Up to 5 years,Traditional
134600,2418,4,Up to 5 years,Traditional
146000,2536,4,Up to 5 years,Traditional
152400,2842,4,Up to 5 years,Traditional
134300,2418,4,Up to 5 years,Traditional
120000,2222,4,More than 20 years,Traditional
134200,2418,4,Up to 5 years,Traditional
134600,2418,4,Up to 5 years,Traditional
135700,2418,4,Up to 5 years,Traditional
136200,2418,4,Up to 5 years,Traditional
136900,2418,4,Up to 5 years,Traditional
154600,2932,4,Up to 5 years,Traditional
154600,2932,4,Up to 5 years,Traditional
155615,2842,4,Up to 5 years,Traditional
164300,2980,4,Up to 5 years,Traditional
165800,2980,4,Up to 5 years,Traditional
189801,3382,4,Up to 5 years,Traditional
94900,1485,4,Up to 5 years,Traditional
133000,2418,4,Up to 5 years,Traditional
133800,2418,4,Up to 5 years,Traditional
133800,2418,4,Up to 5 years,Traditional
133800,2418,4,Up to 5 years,Traditional
133800,2418,4,Up to 5 years,Traditional
134900,2418,4,Up to 5 years,Traditional
139300,2536,4,Up to 5 years,Traditional
149100,2842,4,Up to 5 years,Traditional
149900,2842,4,Up to 5 years,Traditional
134900,2418,4,Up to 5 years,Traditional
138900,2536,4,Up to 5 years,Traditional
158900,2932,4,Up to 5 years,Traditional
160500,3040,4,Up to 5 years,Traditional
93000,1602,4,More than 20 years,Traditional
196900,2779,4,Up to 5 years,Traditional
138800,2536,4,Up to 5 years,Traditional
194900,3010,,Up to 5 years,Traditional
196900,2779,,Up to 5 years,Traditional
72500,1500,4,More than 20 years,Traditional
163600,2717,4,Up to 5 years,Traditional
209100,3456,4,Up to 5 years,Tradition
176700,3031,5,More than 20 years,Tradition
360000,5811,5,More than 20 years,Traditional
110000,2739,5,More than 20 years,Traditional
330000,4249,5,Between 6 and 10 years,Traditional
422900,4601,5,Between 6 and 10 years,Traditional
1007000,7099,5,Up to 5 years,Traditional
175900,3116,5,Up to 5 years,Traditional
425000,6194,6,Between 6 and 10 years,Traditional
125000,5803,8,More than 20 years,Traditional
101500,1910,2,More than 20 years,Town House
56000,1495,2,More than 20 years,Town House
60150,1210,2,Between 11 and 20 years,Town House
127000,1291,2,Between 6 and 10 years,Town House
149900,1310,2,Up to 5 years,Town House
149900,1408,2,Up to 5 years,Town House
94900,1088,2,Between 11 and 20 years,Town House
94900,1088,2,Between 11 and 20 years,Town House
94900,1088,2,Between 11 and 20 years,Town House
94900,1088,2,Between 11 and 20 years,Town House
94900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town-House
95900,1088,2,Between 11 and 20 years,Town-House
95900,1088,2,Between 11 and 20 years,Town-House
95900,1088,2,Between 11 and 20 years,Town-House
97900,1088,2,Between 11 and 20 years,Town-House
109900,1875,2,More than 20 years,Town-House
94900,1088,2,Between 11 and 20 years,TownHouse
94900,1088,2,Between 11 and 20 years,TownHouse
94900,1088,2,Between 11 and 20 years,TownHouse
94900,1088,2,Between 11 and 20 years,TownHouse
94900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,TownHouse
95900,1088,2,Between 11 and 20 years,Town House
95900,1088,2,Between 11 and 20 years,Town House
82500,1656,2,More than 20 years,Town House
140000,1976,2,Up to 5 years,Town House
74900,1734,2,Between 11 and 20 years,Town House
55000,1130,2,More than 20 years,Town House
59500,1160,2,Between 11 and 20 years,Town House
80500,1618,2,Between 11 and 20 years,Town House
64500,1243,2,More than 20 years,Town House
86000,1759,2,Between 11 and 20 years,Town House
100000,1241,2,More than 20 years,Town House
96300,1558,2,Between 11 and 20 years,Town House
90000,1628,2,More than 20 years,Town House
87000,1059,2,Between 11 and 20 years,Town House
92000,1565,2,Between 11 and 20 years,Town House
110000,1120,2,Between 11 and 20 years,Town House
102000,1172,2,Between 11 and 20 years,Town House
164900,1600,3,Up to 5 years,Town House
139900,2000,3,Up to 5 years,Town House
147000,2040,3,More than 20 years,Town House
150000,1900,3,More than 20 years,Town House
210000,2437,3,Between 6 and 10 years,Town House
130000,1980,3,Between 11 and 20 years,Town House
142000,2060,3,Between 11 and 20 years,Town House
249900,2788,3,Up to 5 years,Town House
89000,1612,2,More than 20 years,Others
105000,2070,2,Between 11 and 20 years,Others
69000,1457,3,Up to 5 years,Others
99000,2278,3,More than 20 years,Others
73000,1790,3,More than 20 years,Others
140000,1561,3,More than 20 years,Others
129500,2146,3,More than 20 years,Others
172900,2348,3,More than 20 years,Others
138500,1500,3,More than 20 years,Others
105000,2311,3,More than 20 years,Others
140000,2779,3,More than 20 years,Others
132000,2588,3,More than 20 years,Others
65000,1450,3,More than 20 years,Others
135000,3372,3,More than 20 years,Others
95000,1605,3,More than 20 years,Others
114000,2879,3,More than 20 years,Others
51000,1400,3,More than 20 years,Others
110500,1964,3,More than 20 years,Others
118000,2454,3,Between 11 and 20 years,Others
153500,2441,3,Between 6 and 10 years,Others
182000,1751,3,Up to 5 years,Others
165500,2181,3,Up to 5 years,Others
72200,1419,3,More than 20 years,Others
180000,2570,3,More than 20 years,Others
95000,2506,3,More than 20 years,Others
125000,1606,3,More than 20 years,Others
156900,2815,3,More than 20 years,Others
119900,2152,3,More than 20 years,Others
110000,2378,3,More than 20 years,Others
74900,1603,3,More than 20 years,Others
182500,3353,3,More than 20 years,Others
122000,3750,3,More than 20 years,Others
97000,2838,3,More than 20 years,Others
118000,2206,3,More than 20 years,Others
22000,1092,3,More than 20 years,Others
59900,2090,3,More than 20 years,Others
100000,1713,3,Between 11 and 20 years,Others
100200,1352,3,Between 11 and 20 years,Others
104600,2535,3,More than 20 years,Others
126000,1367,3,Up to 5 years,Others
82551,2561,4,More than 20 years,Others
121000,1517,4,More than 20 years,Others
78000,1396,4,More than 20 years,Others
158500,3242,4,More than 20 years,Others
101850,2255,4,More than 20 years,Others
169900,3212,4,More than 20 years,Others
148000,1901,4,Between 6 and 10 years,Others
107900,2796,4,More than 20 years,Others
149900,3040,4,More than 20 years,Others
157000,3550,4,More than 20 years,Others
154000,2663,4,More than 20 years,Others
150000,3182,4,More than 20 years,Others
40000,1494,4,Between 11 and 20 years,Others
82500,2277,4,More than 20 years,Others
160000,3303,5,More than 20 years,Others
169900,1943,2,Up to 5 years,Others
160000,2480,3,Between 11 and 20 years,Others
610000,4935,3,Between 6 and 10 years,Others
73000,915,3,More than 20 years,Others
75000,915,3,More than 20 years,Others
75000,915,3,More than 20 years,Others
99000,1200,3,More than 20 years,Others
99000,1200,3,More than 20 years,Others
369900,4834,4,Up to 5 years,Others
442500,4925,4,More than 20 years,Others
205900,3577,4,More than 20 years,Others
540000,5138,4,Between 6 and 10 years,Others
735000,5582,4,Between 11 and 20 years,Others
74000,1200,2,Between 11 and 20 years,Others
94000,1913,2,More than 20 years,Others
116000,1395,2,Between 11 and 20 years,Others
113000,2076,2,More than 20 years,Others
75200,975,2,Between 11 and 20 years,Others
75400,1088,2,Between 11 and 20 years,Others
77400,1088,2,Between 11 and 20 years,Others
78900,1088,2,Between 11 and 20 years,Others
79900,1088,2,Between 11 and 20 years,Others
132670,1855,2,Up to 5 years,Others
207100,1817,2,Up to 5 years,Others
75200,975,2,Between 11 and 20 years,Others
77900,1108,2,Between 11 and 20 years,Others
77900,1108,2,Between 11 and 20 years,Others
77900,1108,2,Between 11 and 20 years,Others
175000,2725,3,Up to 5 years,Others
136000,2265,3,More than 20 years,Others
105900,1446,3,More than 20 years,Others
106000,2163,3,More than 20 years,Others
121000,1714,3,Between 11 and 20 years,Others
112000,1811,3,Between 11 and 20 years,Others
225000,2591,3,Between 11 and 20 years,Others
138000,2298,3,Between 6 and 10 years,Others
141900,2082,3,Up to 5 years,Others
152500,2010,3,Up to 5 years,Others
107000,1705,3,Up to 5 years,Others
127500,1478,3,More than 20 years,Others
159900,2182,3,Up to 5 years,Others
340000,3631,3,Between 11 and 20 years,Others
170000,2244,3,Between 6 and 10 years,Others
245500,3953,4,Up to 5 years,Others
330000,3648,3,Between 11 and 20 years,French
225000,2450,3,Between 6 and 10 years,French
140000,2099,3,Between 6 and 10 years,French
168750,2298,3,Up to 5 years,French
213500,2815,3,Up to 5 years,French
182500,2500,3,Up to 5 years,French
206900,2694,3,Up to 5 years,French
229900,2706,3,Up to 5 years,French
236000,2537,3,Up to 5 years,French
214000,1923,3,Up to 5 years,French
212000,2109,3,Up to 5 years,French
196900,3018,3,Up to 5 years,French
147000,2124,3,Up to 5 years,French
226900,3498,3,Up to 5 years,French
155000,2290,3,Up to 5 years,French
134000,2428,3,Up to 5 years,French
146280,2370,3,Up to 5 years,French
204200,2505,3,Up to 5 years,French
176900,1833,3,Up to 5 years,French
152000,2304,3,Up to 5 years,French
142500,2171,3,Up to 5 years,French
167900,2370,3,Up to 5 years,French
135900,2137,3,Up to 5 years,French
169500,2482,3,Up to 5 years,French
140700,2205,3,Up to 5 years,French
143100,2214,3,Up to 5 years,French
154950,2579,3,Up to 5 years,French
170000,2482,3,Up to 5 years,French
169900,2667,3,Up to 5 years,French
170650,2536,3,Up to 5 years,French
182700,2527,3,Up to 5 years,French
130700,1924,3,Up to 5 years,French
160000,2081,3,Between 6 and 10 years,French
106000,1557,3,Between 6 and 10 years,French
203900,2887,3,Between 6 and 10 years,French
299900,2982,3,Up to 5 years,French
124000,1870,3,Up to 5 years,French
161900,1643,3,Up to 5 years,French
215000,1947,3,Up to 5 years,French
130000,1894,3,Up to 5 years,French
307000,4341,4,Between 11 and 20 years,French
239900,3400,4,Between 6 and 10 years,French
236500,3465,4,Between 6 and 10 years,French
128800,1498,4,Between 6 and 10 years,French
375500,3841,4,Up to 5 years,French
249900,2949,4,Up to 5 years,French
228000,3005,4,Up to 5 years,French
257000,3415,4,Up to 5 years,French
268600,3327,4,Up to 5 years,French
167000,2329,4,Up to 5 years,French
220000,2564,4,Up to 5 years,French
875000,5390,4,Up to 5 years,French
198000,2932,4,Up to 5 years,French
160500,2305,4,Up to 5 years,French
209900,2879,4,Up to 5 years,French
315000,3200,4,Up to 5 years,French
284000,3558,4,Up to 5 years,French
1575000,7897,4,Up to 5 years,French
205500,2947,4,Up to 5 years,French
181000,2616,4,Up to 5 years,French
239900,2825,4,Up to 5 years,French
267300,3481,4,Up to 5 years,French
182000,2777,4,Up to 5 years,French
187900,2768,4,Up to 5 years,French
198000,2579,4,Up to 5 years,French
201700,2856,4,Up to 5 years,French
216000,2847,4,Up to 5 years,French
197800,2926,4,Up to 5 years,French
369250,4075,4,Up to 5 years,French
338500,3777,4,Up to 5 years,French
272000,3366,4,Up to 5 years,French
235500,2970,4,Between 11 and 20 years,French
260000,3321,4,Up to 5 years,French
445500,4559,4,Up to 5 years,French
479900,4281,4,Up to 5 years,French
286000,3159,4,Up to 5 years,French
291000,3304,4,Up to 5 years,French
290000,3125,4,Between 6 and 10 years,French
244500,2937,4,Up to 5 years,French
360000,4605,4,Up to 5 years,French
245900,2540,4,Up to 5 years,French
195000,2851,4,Between 6 and 10 years,French
250000,3057,4,Up to 5 years,French
239900,3538,4,Between 6 and 10 years,French
277900,3840,4,Up to 5 years,French
222198,2394,4,Up to 5 years,French
248840,2820,4,Up to 5 years,French
270000,4561,4,Between 6 and 10 years,French
418880,4146,4,Up to 5 years,French
228900,4062,4,Up to 5 years,French
1580000,7640,5,Between 11 and 20 years,French
380000,4327,5,Up to 5 years,French
430000,4625,5,Up to 5 years,French
382000,3942,5,Up to 5 years,French
228500,2737,5,Up to 5 years,French
300000,3611,5,Up to 5 years,French
280544,3405,5,Up to 5 years,French
135000,1277,1,More than 20 years,Cottage
119600,1239,2,More than 20 years,Cottage
128500,1267,2,More than 20 years,Cottage
100000,1500,2,More than 20 years,Cottage
57000,825,2,More than 20 years,Cottage
40001,2334,2,More than 20 years,Cottage
116500,1742,2,More than 20 years,Cottage
230777,2400,2,More than 20 years,Cottage
120000,1955,2,More than 20 years,Cottage
114000,1297,2,More than 20 years,Cottage
119900,1152,2,More than 20 years,Cottage
135000,1189,2,More than 20 years,Cottage
51900,1268,2,More than 20 years,Cottage
53000,1139,2,More than 20 years,Cottage
27000,1008,2,More than 20 years,Cottage
43500,1363,2,More than 20 years,Cottage
50000,735,2,More than 20 years,Cottage
32500,1618,2,More than 20 years,Cottage
52500,1425,2,More than 20 years,Cottage
61000,1392,2,More than 20 years,Cottage
60000,1163,2,More than 20 years,Cottage
24000,838,2,More than 20 years,Cottage
125000,2451,3,More than 20 years,Cottage
159000,1918,3,More than 20 years,Cottage
120000,2056,3,More than 20 years,Cottage
30000,1305,3,More than 20 years,Cottage
93700,2069,3,More than 20 years,Cottage
63500,1488,3,More than 20 years,Cottage
127000,1931,3,Between 11 and 20 years,Cottage
131000,2330,3,Between 6 and 10 years,Cottage
119900,1587,3,Between 6 and 10 years,Cottage
83500,1442,3,Between 6 and 10 years,Cottage
101500,1615,3,Up to 5 years,Cottage
84000,1040,3,Up to 5 years,Cottage
159900,1722,3,Up to 5 years,Cottage
156700,1722,3,Up to 5 years,Cottage
124000,2195,3,More than 20 years,Cottage
72500,1582,3,More than 20 years,Cottage
85000,1379,3,More than 20 years,Cottage
237000,2629,3,More than 20 years,Cottage
236500,2751,3,More than 20 years,Cottage
180000,1537,3,More than 20 years,Cottage
175000,2445,3,More than 20 years,Cottage
135000,2379,3,More than 20 years,Cottage
149000,2107,3,More than 20 years,Cottage
150000,2000,3,More than 20 years,Cottage
161000,1380,3,More than 20 years,Cottage
172500,1472,3,More than 20 years,Cottage
71500,1765,3,More than 20 years,Cottage
69000,1364,3,More than 20 years,Cottage
130400,1688,3,More than 20 years,Cottage
150000,2248,3,More than 20 years,Cottage
255000,3074,3,Between 6 and 10 years,Cottage
169000,2314,3,More than 20 years,Cottage
124000,2136,3,More than 20 years,Cottage
30000,1241,3,More than 20 years,Cottage
74900,1710,3,More than 20 years,Cottage
94900,1420,3,Up to 5 years,Cottage
72000,1175,3,More than 20 years,Cottage
81500,1119,3,More than 20 years,Cottage
35500,1385,3,More than 20 years,Cottage
84000,1631,4,Up to 5 years,Cottage
129000,3128,4,More than 20 years,Cottage
401000,5017,4,More than 20 years,Cottage
125000,3096,4,Between 11 and 20 years,Cottage
290000,1844,4,More than 20 years,Cottage
38300,1488,4,More than 20 years,Cottage
59000,1744,4,More than 20 years,Cottage
145000,1196,2,Up to 5 years,Contemporary
140000,1400,2,Up to 5 years,Contemporary
155000,1196,2,Up to 5 years,Contemporary
155000,1400,2,Up to 5 years,Contemporary
155000,1196,2,Up to 5 years,Contemporary
160000,1400,2,Up to 5 years,Contemporary
160000,1196,2,Up to 5 years,Contemporary
332000,3670,3,More than 20 years,Contemporary
129900,2870,3,More than 20 years,Contemporary
120000,2433,3,More than 20 years,Contemporary
119900,2363,3,More than 20 years,Contemporary
154000,3250,3,More than 20 years,Contemporary
132000,1907,3,More than 20 years,Contemporary
145000,2529,3,More than 20 years,Contemporary
156000,2495,3,More than 20 years,Contemporary
96000,1582,3,Between 6 and 10 years,Contemporary
99000,1491,3,Up to 5 years,Contemporary
132000,2013,3,Up to 5 years,Contemporary
118900,1719,3,Up to 5 years,Contemporary
182000,2911,3,Up to 5 years,Contemporary
150900,1949,3,Up to 5 years,Contemporary
147000,2236,3,Up to 5 years,Contemporary
158000,2205,3,Up to 5 years,Contemporary
174900,2312,3,Up to 5 years,Contemporary
233500,3166,3,More than 20 years,Contemporary
220000,3380,3,Between 11 and 20 years,Contemporary
133000,2886,3,More than 20 years,Contemporary
105800,2786,3,More than 20 years,Contemporary
109000,1608,3,More than 20 years,Contemporary
185000,2097,3,Between 11 and 20 years,Contemporary
31000,1293,3,More than 20 years,Contemporary
103000,1960,3,More than 20 years,Contemporary
90500,1628,3,More than 20 years,Contemporary
133000,1934,3,Up to 5 years,Contemporary
101900,1892,3,More than 20 years,Contemporary
82725,1062,3,Up to 5 years,Contemporary
181600,3309,4,Between 6 and 10 years,Contemporary
115500,2903,4,More than 20 years,Contemporary
177500,3070,4,More than 20 years,Contemporary
179900,3430,4,More than 20 years,Contemporary
48000,720,1,More than 20 years,Others
152500,1320,20,Up to 5 years,Others
64900,1033,2,More than 20 years,Others
113857,2057,3,More than 20 years,Others
161000,2704,3,Between 6 and 10 years,Others
129500,2246,3,Up to 5 years,Others
228000,3737,3,Up to 5 years,Others
113000,2800,3,More than 20 years,Others
141000,2276,3,Between 6 and 10 years,Others
132000,2616,3,More than 20 years,Others
95000,1826,3,More than 20 years,Others
25000,1579,3,More than 20 years,Others
205900,3460,4,Between 6 and 10 years,Others
240000,2505,4,Between 6 and 10 years,Others
66000,3580,4,More than 20 years,Others
1260000,7249,5,More than 20 years,Others
295000,7790,5,Between 11 and 20 years,Others
575000,5956,5,Between 6 and 10 years,Others
1400000,6397,5,Between 6 and 10 years,Others
89900,1712,2,Between 11 and 20 years,Others
41000,1296,2,More than 20 years,Others
34000,662,2,More than 20 years,Others
112500,1836,3,More than 20 years,Others
124600,1956,3,More than 20 years,Others
116500,2297,3,More than 20 years,Others
136000,2791,3,Between 11 and 20 years,Others
117000,1994,3,More than 20 years,Others
150000,2562,3,Between 11 and 20 years,Others
118000,2492,3,Between 11 and 20 years,Others
124000,1912,3,Between 11 and 20 years,Others
130000,2172,3,Between 11 and 20 years,Others
120000,1684,3,Between 11 and 20 years,Others
311000,3955,3,Between 11 and 20 years,Others
124500,2255,3,Between 11 and 20 years,Others
125000,2238,3,Between 11 and 20 years,Others
108000,2418,3,Between 11 and 20 years,Others
122000,2315,3,Between 11 and 20 years,Others
177500,3020,3,Between 11 and 20 years,Others
142500,2693,3,Between 6 and 10 years,Others
168000,2985,3,Between 6 and 10 years,Others
266900,5140,3,Between 6 and 10 years,Others
235000,3964,3,Between 6 and 10 years,Others
108900,1755,3,Between 6 and 10 years,Others
114500,1874,3,Between 6 and 10 years,Others
115000,1998,3,Up to 5,Others
105000,1724,3,Up to 5 years,Others
108000,1681,3,Up to 5 years,Others
125000,2092,3,Up to 5 years,Others
104000,1514,3,Up to 5 years,Others
105900,1655,3,Up to 5 years,Others
112900,1272,3,Up to 5 years,Others
96000,1640,3,Up to 5 years,Others
165000,3251,3,Up to 5 years,Others
114900,1918,3,Up to 5,Others
160000,2410,3,Up to 5 years,Others
195000,3348,3,Up to 5 years,Others
105000,1962,3,Between 11 and 20 years,Others
122900,2570,3,Between 11 and 20 years,Others
123000,1484,3,Between 11 and 20 years,Others
119000,2095,3,More than 20 years,Others
150000,2680,3,More than 20 years,Others
129000,1907,3,More than 20 years,Others
177000,2875,3,More than 20 years,Others
143500,2168,3,Between 11 and 20 years,Others
288500,2660,3,More than 20 years,Others
104000,1488,3,More than 20 years,Others
160000,2766,3,More than 20 years,Others
162000,1949,3,More than 20 years,Others
31900,1993,3,More than 20 years,Others
114900,3195,3,More than 20 years,Others
126000,1404,3,Up to 5 years,Others
142500,2212,3,Up to 5 years,Others
52000,960,33,More than 20,Others
184000,2028,3,Between 6 and 10 years,Others
105000,1368,3,Up to 5 years,Others
111000,1487,3,Between 11 and 20 years,Others
88500,1317,3,Between 6 and 10 years,Others
172000,2603,3,Between 6 and 10 years,Others
127820,2019,3,Up to 5 years,Others
82000,1256,3,Between 6 and 10 years,Others
118650,1666,3,Between 11 and 20 years,Others
130000,2905,3,More than 20 years,Others
80500,1334,3,More than 20 years,Others
170000,3112,3,Between 11 and 20 years,Others
92000,1350,3,Between 6 and 10 years,Others
118000,2042,3,Up to 5 years,Others
179900,3476,4,More than 20 years,Others
152400,2534,4,More than 20 years,Others
161500,2936,4,More than 20 years,Others
332694,4988,4,Between 11 and 20 years,Others
435000,3046,4,Between 11 and 20 years,Others
138000,2630,4,Between 11 and 20 years,Others
193000,3086,4,Between 6 and 10 years,Others
162750,3657,4,Between 6 and 10 years,Others
210000,3069,4,Between 6 and 10 years,Others
227500,3147,4,Between 6 and 10 years,Others
190000,2635,4,Between 6 and 10 years,Others
323000,4497,4,Between 6 and 10 years,Others
320000,4411,4,Up to 5 years,Others
245000,3002,4,Up to 5 years,Others
215000,4919,4,Up to 5 years,Others
219000,4805,4,More than 20 years,Others
158500,3213,4,More than 20 years,Others
146000,3947,4,More than 20 years,Others
254250,4222,4,More than 20 years,Others
185000,3479,4,More than 20 years,Others
139900,3573,4,Between 11 and 20 years,Others
344900,3990,4,Between 11 and 20 years,Others
51000,1744,4,More than 20 years,Others
320000,4500,4,Between 11 and 20 years,Others
164000,2456,4,Between 6 and 10 years,Others
295000,3729,4,Between 6 and 10 years,Others
152000,1588,4,Up to 5 years,Others
195900,4000,4,Between 6 and 10 years,Others
202500,2650,4,Between 6 and 10 years,Others
152000,3143,4,More than 20 years,Others
149000,2967,4,Between 11 and 20 years,Others
195000,4110,4,More than 20 years,Others
172600,3594,4,Between 11 and 20 years,Others
122570,2853,5,More than 20 years,Others
185000,4599,5,Between 11 and 20 years,Others
1280000,7086,5,Between 11 and 20 years,Others
123808,3148,5,More than 20 years,Others
374000,6203,7,More than 20 years,Others
